"rep","n","method","R2","RMSE"
74,250,"lasso",0.255622083332879,4.00644700374097
74,500,"lasso",0.407729162343842,3.45859636456382
74,1000,"lasso",0.656722135802054,2.72017077890555
75,10,"lasso",-0.609309190395146,6.30886371164413
75,20,"lasso",-0.0663861862001704,1.88136922418783
75,50,"lasso",0.0277840960042091,5.46955338959123
75,100,"lasso",-0.434054692215889,4.24135675296126
75,250,"lasso",0.216899435875045,4.78731379256068
75,500,"lasso",0.419402401023308,3.66730090909286
75,1000,"lasso",0.569478592173788,3.11700354262527
76,10,"lasso",-2.62296203653873,1.24811061864704
76,20,"lasso",0.357305115493669,3.23603631155796
76,50,"lasso",0.0405629874198028,6.73205587785667
76,100,"lasso",-0.0564222530060219,4.65083207592883
76,250,"lasso",0.4198809073051,4.02689089319332
76,500,"lasso",0.335035855618206,3.56885952889075
76,1000,"lasso",0.5518709360188,2.84528074387249
77,10,"lasso",-62.5137606167785,7.64582565325746
77,20,"lasso",-5.85997956762755,3.38051810496929
77,50,"lasso",0.0159969564710709,5.75352227415689
77,100,"lasso",-0.152242282916397,4.2494765483833
